Startup_ID,Startup_Name,sector,founded_year,headquarters,founder_count,funding_stage,current_status,Total_Funding_Raised,Latest_Funding_Amount,Latest_Funding_Round,Latest_Funding_Date,Number_of_Funding_Rounds,Funding_Timeline,Investors_List,Last_Funding_Lead_Investor,Valuation,Revenue,Profit_or_Loss,Gross_Margin,Employee_Count,Monthly_Visits,Google_Trends_Score,App_Downloads,App_Rating,App_Reviews_Count,TAM,TAM_Growth_Rate,Market_Size_Category,Positive_News_Count,Negative_News_Count,Neutral_News_Count,Total_News_Count,Historical_Exit_Type,Exit_Year,Exit_Valuation_USD_Million,Acquirer_Name,Exit_Status,Exit_Reason,Years_to_Exit,Funding_Score,Financial_Health_Score,Growth_Score,Market_Opportunity_Score,Popularity_Score,Media_Buzz_Score,Sentiment_Score,Exit_Score,Startup_Age,Startup_Maturity_Score,Investor_Confidence_Score,Operational_Strength_Score,Competitive_Strength_Score,Valuation_Score,Overall_Startup_Score,Success_Label,Unicorn_Label,Startup_Category,Exit_Label,IPO_Label,Acquisition_Label,Risk_Label,Growth_Label,Funding_Requirement_Label,Funding_Stage_Label,Stage_Score,Funding_Stage_Name,Portfolio_Fit_Score,Portfolio_Fit_Label,Portfolio_Fit_Name,Investment_Score,Investment_Recommendation_Label,Investment_Recommendation_Name,Funding_Readiness_Score,Funding_Readiness_Label,Funding_Readiness_Name,Revenue_Normalized,Profit_Normalized,Margin_Normalized,Burn_Risk_Score,Burn_Risk_Label,Burn_Risk_Name,Valuation_Normalized,Valuation_Growth_Prediction,Funding_Rounds_Normalized,Follow_On_Funding_Probability,Reviews_Normalized,Rating_Normalized,Market_Leadership_Probability,Competitive_Survival_Probability,Predicted_Acquisition,Acquisition_Probability,Burn_Risk_Prediction,Burn_Risk_Confidence,Predicted_Exit,Exit_Probability,Predicted_Funding_Readiness,Funding_Readiness_Confidence,Predicted_Funding_Readiness_Name,Predicted_Funding_Requirement,Funding_Requirement_Probability,Predicted_Funding_Requirement_Name,Predicted_Funding_Stage,Funding_Stage_Confidence,Predicted_Funding_Stage_Name,Predicted_Growth_Potential,Growth_Potential_Probability,Predicted_Growth_Potential_Name,Predicted_Investment_Recommendation,Investment_Recommendation_Confidence,Predicted_Investment_Recommendation_Name,Predicted_Portfolio_Fit,Portfolio_Fit_Confidence,Predicted_Portfolio_Fit_Name,Predicted_Risk,Risk_Probability,Predicted_Risk_Name,Predicted_Unicorn,Unicorn_Probability,Success_Probability
ST021,Physics Wallah,EdTech,2016,"Noida, India",2,Growth Stage (Series B),Private,310.0,210.0,Series B,Sept 2024 (Follow-on debt 2025),3,Series A → Series B,"Hornbill Capital, Lightspeed India, GSV Ventures, WestBridge",Hornbill Capital,2800,2450.0,42.0,50,3200,22000000,86,20000000,4.7,650000,14000,20,Large,620,48,175,843,Private,0,0,0,Active,Still Private,0.0,5.942749971,31.5034611,35.44096676,17.70533141,36.13703943,42.78628774,67.77251185,30.0,10,19.53884492,9.746609453,35.78869932,29.11439991,8.747401447,33.17674662,0,0,Average,0,0,0,0,1,1,1,30.85672603,Pre-Series A,27.30481749,2,Good Fit,28.49446672,2,Invest,27.38727985,2,Ready,6.425638988,56.07732202,51.28205128,69.8445127,1,Moderate Risk,9.919571046,27.61,10.71428571,19.42,7.647058824,99.99999998,26.07,30.85,0,1.59,1,94.11,0,3.39,2,90.33,Ready,1,96.28,High Funding Required,1,98.33,Pre-Series A,1,99.25,High Growth Potential,2,89.33,Invest,2,88.0,,0,0.0,Low Risk,0,4.0,0.014
ST022,Unacademy,EdTech,2015,"Bengaluru, India",3,Late Stage (Series H),Private,440.0,50.0,Secondary/Debt,Late 2023 (Internal restructuring),12,Seed → Series A to H,"SoftBank, General Atlantic, Tiger Global, Facebook, Blume Ventures",Temasek,1900,980.0,-190.0,60,1400,9000000,42,15000000,4.2,480000,14000,15,Large,210,95,140,445,Private,0,0,0,Active,Still Private,0.0,12.77187924,32.52949725,16.34512334,13.95533141,26.30685885,16.92015958,25.78475336,30.0,11,14.0630954,19.03072957,34.26577369,19.67574187,8.0435749,26.69513922,0,0,Average,0,0,0,0,0,0,1,37.68400542,Pre-Series A,29.20266967,2,Good Fit,24.12542887,2,Invest,25.30849053,2,Ready,2.532114952,53.88967468,64.1025641,69.59205485,1,Moderate Risk,6.702412869,20.77,42.85714286,20.97,5.647058824,89.36170211,18.22,24.74,0,0.47,1,98.04,0,3.89,2,90.33,Ready,0,0.14,Low Funding Required,1,99.58,Pre-Series A,0,0.0,Low Growth Potential,2,88.67,Invest,2,92.67,,0,0.0,Low Risk,0,0.0,0.0
ST023,upGrad,EdTech,2015,"Mumbai, India",3,Late Stage (Private Equity),Private,365.0,60.0,Corporate/Debt,Out-performance Round 2024/25,8,Growth Rounds → Debt Tranches,"Temasek, ETS Strategic Capital, Kaizenvest, IIFL",Temasek,2200,1530.0,-380.0,55,1850,3100000,28,2000000,4.0,35000,3800,22,Medium,240,42,110,392,Private,0,0,0,Active,Still Private,0.0,9.287826522,31.19454788,8.880261686,14.06123919,18.94836128,15.61739644,50.38167939,30.0,11,15.89311897,14.48938827,33.47145024,13.88824419,7.959654829,24.37832793,0,0,Average,0,0,0,0,0,0,1,32.95398766,Pre-Series A,23.76288991,1,Moderate Fit,21.03622108,1,Watchlist,22.56680064,1,Early Preparation,3.988875646,52.09806695,57.69230769,72.23964328,1,Moderate Risk,7.774798928,16.92,28.57142857,17.33,0.411764706,85.10638296,13.76,21.4,0,0.82,1,96.64,0,1.67,1,89.67,Nearly Ready,0,0.47,Low Funding Required,1,99.23,Pre-Series A,0,0.0,Low Growth Potential,1,83.0,Watchlist,1,88.67,,0,0.0,Low Risk,0,0.0,0.0
ST024,Vedantu,EdTech,2011,"Bengaluru, India",4,Late Stage (Series E),Private,330.0,19.0,Debt/Bridge,2023/2024 internal extension,10,Seed → Series A to E,"Tiger Global, Coatue Management, GGV Capital, WestBridge",ABC World Asia,450,160.0,-110.0,45,850,4500000,30,10000000,4.1,140000,8500,10,Medium,115,38,85,238,Private,0,0,0,Active,Still Private,0.0,10.2042284,26.48147411,9.760766706,7.431556196,21.89968505,6.460621583,32.21757322,30.0,15,15.95564869,13.9736764,27.63521829,12.44507825,4.024607198,20.4798796,0,0,Weak,0,0,0,1,0,0,1,28.61931915,Pre-Series A,16.98522741,1,Moderate Fit,17.97114697,1,Watchlist,19.19740605,1,Early Preparation,0.36021719,54.64403583,44.87179487,74.93706792,2,High Risk,1.519213584,14.36,35.71428571,16.08,1.647058824,87.23404253,11.98,18.09,0,0.58,2,10.04,0,1.17,1,87.33,Nearly Ready,0,5.17,Low Funding Required,1,98.07,Pre-Series A,0,0.0,Low Growth Potential,1,83.0,Watchlist,1,94.0,,1,94.64,High Risk,0,0.0,0.0
ST025,Classplus,EdTech,2018,"Noida, India",2,Late Stage (Series E),Private,160.0,70.0,Series D,Mar-22,7,Seed → Series A to D,"Alpha Wave Global, Tiger Global, Blume Ventures, RTP Global",Alpha Wave Global,620,149.0,-255.0,65,650,1200000,14,5000000,4.3,68000,2500,32,Medium,130,8,52,190,Private,0,0,0,Active,Still Private,0.0,6.776630943,33.01164166,3.827935888,20.9056196,19.98146639,4.972664138,63.87434555,30.0,8,7.889473359,9.995141661,33.80152341,14.34266121,3.280176246,22.98382715,0,0,Average,0,0,0,0,0,0,1,28.38055703,Pre-Series A,23.61171067,1,Moderate Fit,20.08385785,1,Watchlist,21.97537849,1,Early Preparation,0.331081976,53.27675625,70.51282051,71.59240787,1,Moderate Risk,2.126899017,16.77,25.0,15.09,0.8,91.48936168,14.62,21.98,0,0.51,1,82.44,0,1.73,1,94.67,Nearly Ready,0,5.06,Low Funding Required,1,97.46,Pre-Series A,0,0.0,Low Growth Potential,1,88.33,Watchlist,1,92.67,,0,0.0,Low Risk,0,0.0,0.0
ST026,CollegeDekho,EdTech,2015,"Gurugram, India",3,Growth Stage (Series B),Private,55.0,9.0,Series B Extension,Dec-22,5,Seed → Series A → Series B,"Winter Capital, ETS Strategic Capital, Calega, Lightspeed",Winter Capital,140,141.0,-47.0,40,750,5200000,21,500000,4.2,12000,1200,18,Medium,85,5,40,130,Private,0,0,0,Active,Still Private,0.0,4.109709693,24.87059429,6.554997491,9.75,20.46340701,1.498793282,61.06870229,30.0,11,11.37255308,6.263604058,25.84955409,9.972749232,1.608054709,17.87996613,0,0,Weak,0,0,0,1,0,1,0,18.77091047,Seed,10.54405865,0,Poor Fit,15.25460591,0,Reject,16.38652644,0,Not Ready,0.309892729,55.23809524,38.46153846,77.60604492,2,High Risk,0.411081323,12.31,17.85714286,11.34,0.141176471,89.36170211,10.43,16.34,0,0.44,2,0.43,0,0.99,0,93.33,Not Ready,1,86.72,High Funding Required,0,98.86,Seed,0,0.0,Low Growth Potential,0,98.33,Reject,0,92.67,,1,98.96,High Risk,0,0.0,0.0
ST027,Delhivery,Supply Chain & Logistics,2011,"Gurugram, India",5,Public (IPO),Public,1400.0,,Public (IPO),May-22,13,Private Rounds → IPO Listing,"SoftBank, Carlyle Group, Tiger Global, CPPIB, Public Markets",Public Markets,3600,8650.0,85.0,26,4800,6500000,36,1000000,3.9,45000,32000,14,Very Large,340,41,125,506,IPO,2022,4400,0,Public,IPO Listing,11.0,21.88571429,31.60835362,17.40451828,22.28314121,19.99471042,22.58483968,58.97435897,26.51666667,15,35.89671048,27.70032168,35.56883123,24.77315537,19.93334197,35.29730821,0,0,Average,1,1,0,0,0,0,2,52.59601723,Series A,37.68278303,2,Good Fit,28.56714693,2,Invest,28.92464167,2,Ready,22.84730499,56.48279114,20.51282051,69.81302645,1,Moderate Risk,12.7792672,24.26,46.42857143,25.98,0.529411765,82.97872339,22.13,27.29,0,0.45,1,94.22,1,97.59,2,87.0,Ready,0,0.7,Low Funding Required,2,89.31,Series A,0,0.0,Low Growth Potential,2,91.67,Invest,2,82.67,,0,0.0,Low Risk,0,12.0,0.941
ST028,Shiprocket,Supply Chain & Logistics,2017,"Gurugram, India",3,Late Stage (Series E),Private,350.0,11.0,Extended Series E,Oct 2022 (Internal debt 2024),11,Seed → Series A to E,"Zomato, Lightrock India, Temasek, Moore Strategic, Tribe Capital",McKinsey & Company,1200,1520.0,-65.0,32,950,4800000,33,5000000,4.2,92000,15000,25,Large,210,14,80,304,Private,0,0,0,Active,Still Private,0.0,11.06004201,23.93446333,9.620910825,21.95965418,21.35771858,11.43377826,64.26229508,30.0,9,11.244295,16.27836595,24.55307368,18.686296,6.703345606,23.63456624,0,0,Average,0,0,0,0,0,0,1,26.64375981,Pre-Series A,20.64956716,1,Moderate Fit,19.71274407,1,Watchlist,20.15246242,1,Early Preparation,3.962389088,55.06836398,28.2051282,76.94090151,2,High Risk,4.200178731,17.72,39.28571428,16.07,1.082352941,89.36170211,18.02,20.14,0,0.39,2,0.45,0,1.26,1,90.33,Nearly Ready,0,3.06,Low Funding Required,1,97.88,Pre-Series A,0,0.0,Low Growth Potential,1,96.0,Watchlist,1,91.0,,0,0.04,Low Risk,0,0.0,0.0
ST029,Xpressbees,Supply Chain & Logistics,2015,"Pune, India",2,Late Stage (Private Equity),Private,580.0,80.0,Late Stage / PE,Nov-23,9,Series A to F → Secondary sales,"Ontario Teachers' Pension, Blackstone, TPG Growth, ChrysCapital",Teachers' Venture Growth,1400,4200.0,-140.0,22,2200,2100000,19,500000,3.8,18000,22000,16,Very Large,185,19,75,279,Private,0,0,0,Active,Still Private,0.0,12.03329251,23.93087377,7.144746986,18.73991354,17.27248814,9.828104221,59.28571429,30.0,11,19.69051147,15.72569917,25.44124254,15.60772281,9.483750085,23.42610314,0,0,Average,0,0,0,0,0,0,1,29.36399286,Pre-Series A,19.09973073,1,Moderate Fit,18.84862042,1,Watchlist,19.5044205,1,Early Preparation,11.06078665,54.3611504,15.38461538,77.62882978,2,High Risk,4.91510277,15.86,32.14285714,15.94,0.211764706,80.85106381,15.12,18.7,0,0.27,2,0.81,0,1.69,1,87.0,Nearly Ready,0,12.28,Low Funding Required,1,92.89,Pre-Series A,0,0.0,Low Growth Potential,1,87.0,Watchlist,1,85.67,,0,0.17,Low Risk,0,0.0,0.0
ST030,Shadowfax,Supply Chain & Logistics,2015,"Bengaluru, India",3,Late Stage (Series E),Private,180.0,50.0,Series E,Feb-24,8,Seed → Series A to E,"Mirae Asset, Flipkart, Qualcomm Ventures, Eight Roads",Mirae Asset Apptech,350,1910.0,-65.0,15,1600,1400000,24,5000000,4.1,78000,18000,22,Large,180,22,65,267,Private,0,0,0,Active,Still Private,0.0,7.574736388,18.77775224,7.382458712,21.22262248,19.25089384,9.234595873,58.95522388,30.0,11,15.60229808,10.80769346,20.39137743,15.90961899,4.438419509,20.12279486,0,0,Weak,0,0,0,1,0,1,0,18.9733196,Seed,12.12066744,0,Poor Fit,16.04529491,0,Reject,16.17616278,0,Not Ready,4.995364852,55.06836398,6.41025641,81.69309558,3,Critical Risk,1.161751564,14.7,28.57142857,11.88,0.917647059,87.23404253,15.79,16.78,0,0.93,3,0.17,0,1.03,0,98.0,Not Ready,1,98.74,High Funding Required,0,99.48,Seed,0,0.0,Low Growth Potential,0,93.0,Reject,0,90.33,,1,99.83,High Risk,0,0.0,0.0
ST031,Zomato,Quick Commerce / Food Delivery,2008,"Gurugram, India",2,Public (NSE/BSE),Public,2100.0,,Public (IPO),Jul-21,15,Seed → Series A to J → IPO,"Info Edge, Ant Group, Tiger Global, Temasek, Public Markets",Public Markets,28000,18400.0,1420.0,35,5200,58000000,94,100000000,4.6,4500000,65000,35,Very Large,1240,115,420,1775,IPO,2021,12200,0,Public,IPO Listing,13.0,29.61428571,50.09821006,76.84812999,54.67579251,78.22346615,94.74708171,63.34459459,42.21666667,18,50.54324892,68.67273106,49.63646149,78.8225677,73.59051466,79.46823823,1,1,Excellent,1,1,0,0,1,1,3,92.42831636,Series B+,100.0,3,Excellent Fit,65.98846263,3,Strong Invest,61.1280136,3,Highly Ready,48.67169911,69.07119283,32.05128205,50.44806672,0,Low Risk,100.0,65.18,53.57142857,52.56,52.94117647,97.8723404,70.08,63.09,0,1.26,0,0.86,1,81.21,3,99.0,Highly Ready,1,80.64,High Funding Required,3,89.4,Series B+,1,100.0,High Growth Potential,3,98.67,Strong Invest,3,98.67,,0,0.0,Low Risk,1,98.0,1.0
ST032,Swiggy,Quick Commerce / Food Delivery,2014,"Bengaluru, India",3,Public (NSE/BSE),Public,3600.0,1200.0,Public (IPO),Nov-24,16,Seed → Series A to K → IPO,"Prosus, SoftBank, Accel, Elevation Capital, Public Markets",Public Markets,11200,14250.0,-25.0,33,4800,44000000,88,100000000,4.4,3800000,65000,32,Very Large,1080,95,380,1555,IPO,2024,11300,0,Public,IPO Listing,10.0,49.59938759,41.19879286,67.17897046,52.42579251,68.93801318,82.13613752,63.3033419,43.86666667,12,38.61164471,57.50621368,42.1946605,77.80237381,46.3546315,72.05492924,1,1,Excellent,1,1,0,0,1,1,3,91.06272139,Series B+,85.07726779,3,Excellent Fit,57.77726233,3,Strong Invest,52.7647908,3,Highly Ready,37.67977751,55.44554455,29.48717949,53.85932717,0,Low Risk,39.9463807,58.41,57.14285714,51.79,44.70588235,93.61702126,64.71,57.4,0,1.26,0,0.88,1,81.67,3,99.33,Highly Ready,1,81.08,High Funding Required,3,88.45,Series B+,1,100.0,High Growth Potential,3,99.67,Strong Invest,3,97.67,,0,0.0,Low Risk,1,98.0,1.0
ST033,Swish,Food Delivery,2024,"Bengaluru, India",3,Growth Stage (Series B),Private,5.0,5.0,Seed Round,Late 2024 / Early 2025,1,Seed Round,"Accel India, Travis Kalanick’s 1010 Fund, Angel Investors",Accel India,25,2140.0,-65.0,18,250,650000,15,1000000,4.3,14000,15000,40,Large,95,12,40,147,Private,0,0,0,Active,Still Private,0.0,0.783330782,17.27262012,2.146017707,33.20965418,18.78776245,2.413436438,56.08108108,30.0,2,0.194085028,1.225020845,17.40201014,16.7975881,0.28215328,15.57252284,0,0,Weak,0,0,0,1,0,1,0,4.870539808,Seed,7.072904379,0,Poor Fit,13.02177783,0,Reject,13.24368158,0,Not Ready,5.604555688,55.06836398,10.25641026,83.73049434,3,Critical Risk,0.0,14.25,3.571428571,6.06,0.164705882,91.48936168,17.53,16.48,0,1.56,3,0.19,0,1.41,0,94.0,Not Ready,1,97.98,High Funding Required,0,99.41,Seed,0,0.0,Low Growth Potential,0,93.0,Reject,0,92.67,,1,100.0,High Risk,0,0.0,0.0
ST034,Magicpin,E-commerce / Hyperlocal,2015,"Gurugram, India",2,Late Stage (Series D),Private,105.0,60.0,Series D,Nov 2021 (Extensions into 2024),8,Seed → Series A to D,"Lightspeed India, Zomato, WaterBridge Ventures",Zomato Ltd,380,1050.0,-22.0,28,850,7200000,41,10000000,4.2,240000,38000,28,Very Large,260,18,92,370,Private,0,0,0,Active,Still Private,0.0,6.947826522,22.02988209,13.14184861,35.80907781,23.86949621,15.26769443,65.22911051,30.0,11,12.61225686,10.47038521,22.71246504,25.33291121,3.618989159,25.09669166,0,0,Average,0,0,0,0,0,1,0,20.09308523,Seed,20.23900422,1,Moderate Fit,20.73123112,1,Watchlist,20.20589481,1,Early Preparation,2.717520858,55.4738331,23.07692308,78.6511426,3,Critical Risk,1.26899017,21.49,28.57142857,13.35,2.823529412,89.36170211,24.33,23.2,0,0.25,3,0.77,0,1.01,1,89.67,Nearly Ready,1,98.39,High Funding Required,0,97.55,Seed,0,0.0,Low Growth Potential,1,92.0,Watchlist,1,80.67,,0,16.68,Low Risk,0,0.0,0.0
ST035,Rebel Foods,FoodTech / Cloud Kitchen,2011,"Mumbai, India",2,Late Stage (Series F),Private,530.0,66.0,Series F,Nov 2021 (Debt pools in 2024),13,Seed → Series A to F,"Coatue Management, Sequoia Capital, Goldman Sachs, Qatar Holding",Qatar Investment Authority,1400,1420.0,-378.0,52,2400,2500000,18,10000000,4.1,110000,22000,16,Very Large,195,14,75,284,Private,0,0,0,Active,Still Private,0.0,14.37310917,30.03000889,9.472137771,18.73991354,20.85947819,10.27582131,63.50877193,30.0,15,21.58732022,20.00173391,33.38178052,18.13720718,7.985620391,27.83964763,0,0,Average,0,0,0,0,0,0,1,39.49609712,Pre-Series A,28.67586294,2,Good Fit,23.07277073,1,Watchlist,24.26298189,2,Ready,3.697523507,52.11692598,53.84615385,71.92816606,1,Moderate Risk,4.91510277,18.99,46.42857143,20.08,1.294117647,87.23404253,17.18,22.92,0,0.39,1,92.5,0,4.34,2,81.0,Ready,0,0.61,Low Funding Required,1,99.75,Pre-Series A,0,0.0,Low Growth Potential,1,67.67,Watchlist,2,85.67,,0,0.0,Low Risk,0,0.0,0.0
ST036,FreshMenu,FoodTech / Cloud Kitchen,2014,"Bengaluru, India",1,Late Stage (Series C),Private,25.0,1.0,Bridge Round,2022/2023 internal buffer,6,Seed → Series A → Growth → Bridge,"GrowthStory, Lightspeed India, Zodius Capital",Lightspeed India,35,102.0,-4.0,42,350,420000,8,5000000,3.7,65000,12000,10,Large,65,22,45,132,Private,0,0,0,Active,Still Private,0.0,4.515523299,25.58189032,1.820994812,9.196685879,17.04306482,1.07028518,32.33082707,30.0,12,11.29363157,7.073979836,25.84212497,7.150767835,1.512630155,15.67122522,0,0,Weak,0,0,0,1,0,1,0,19.60114019,Seed,10.42538247,0,Poor Fit,13.96336139,0,Reject,15.73863387,0,Not Ready,0.206595153,55.64356436,41.02564103,77.47836424,2,High Risk,0.035746202,10.57,21.42857143,11.1,0.764705882,78.72340424,8.17,14.9,0,0.45,2,0.44,0,1.11,0,90.33,Not Ready,1,88.14,High Funding Required,0,98.68,Seed,0,0.0,Low Growth Potential,0,97.0,Reject,0,86.67,,1,100.0,High Risk,0,0.0,0.0
ST037,EatSure,FoodTech / Cloud Kitchen,2020,"Mumbai, India",2,Late Stage (Series D / Subsidiary),Subsidiary,,,Vertical Allocation,Continuous,0,Fully integrated into Rebel Foods,Rebel Foods Parent Group,Rebel Foods Ltd,1400,2140.0,-65.0,50,500,1100000,19,5000000,4.2,88000,22000,16,Very Large,110,8,50,168,Subsidiary,0,0,0,Active,Brand of Rebel Foods,0.0,0.0,28.18171103,4.336807106,18.73991354,19.55451237,3.610303896,60.35502959,30.0,6,5.172960127,0.0,28.77320826,11.45536242,0.0,17.80873619,0,0,Weak,0,0,0,1,0,0,0,14.67603677,Seed,11.85723229,0,Poor Fit,15.70719985,0,Reject,17.10545545,0,Not Ready,5.604555688,55.06836398,51.28205128,75.72423027,2,High Risk,4.91510277,13.84,0.0,9.16,1.035294118,89.36170211,12.29,18.76,0,0.91,2,0.93,0,1.01,0,90.33,Not Ready,0,3.24,Low Funding Required,0,98.76,Seed,0,0.0,Low Growth Potential,0,96.0,Reject,0,88.0,,1,99.86,High Risk,0,0.0,0.0
ST038,boAt,Consumer Electronics,2016,"Delhi, India",2,Late Stage (Pre-IPO / PE),Private,177.0,60.0,Pre-IPO / PE,Oct-22,7,Seed → Series B → PE Round,"Warburg Pincus, Malabar India Fund, Fireside Ventures",Warburg Pincus,1100,3120.0,45.0,24,1100,8400000,72,10000000,4.0,150000,14000,15,Large,480,55,165,700,Private,0,0,0,Active,Still Private (IPO Draft Filed/Paused),0.0,6.881540808,23.53221846,19.50740795,13.95533141,23.38843885,33.67778161,60.62767475,30.0,10,14.4256829,10.7444745,23.58106172,18.36793635,6.528375582,23.80626549,0,0,Average,0,0,0,1,0,1,0,21.52949666,Seed,15.0277374,0,Poor Fit,19.92480215,1,Watchlist,19.45043274,1,Early Preparation,8.200238379,56.10561056,17.94871795,77.4034952,2,High Risk,3.842716711,18.36,25.0,14.74,1.764705882,85.10638296,17.26,20.43,0,0.3,2,0.17,0,1.34,1,79.0,Nearly Ready,1,97.88,High Funding Required,0,97.27,Seed,0,0.0,Low Growth Potential,1,85.0,Watchlist,0,74.33,,0,7.53,Low Risk,0,0.0,0.0
ST039,Noise,Consumer Electronics,2014,"Gurugram, India",2,Growth Stage (Series A),Private,10.0,,Series A,Jan-24,2,Bootstrapped → Strategic Series A,"Bose Corporation, Nexxbase Corporate",Bose Corporation,280,1270.0,-20.0,20,650,4100000,54,10000000,4.1,120000,14000,14,Large,390,32,140,562,Private,0,0,0,Active,Still Private,0.0,1.518571429,19.59754822,13.20978041,13.20533141,21.6587025,26.02965079,63.58792185,30.0,12,13.36209042,2.749450705,19.79397858,13.54016618,1.968936422,18.55407399,0,0,Weak,0,0,0,1,0,1,0,10.95173745,Seed,5.123453423,0,Poor Fit,14.91233283,0,Reject,14.56548051,0,Not Ready,3.300225136,55.49269213,12.82051282,81.57036666,3,Critical Risk,0.91152815,13.82,7.142857143,9.02,1.411764706,87.23404253,13.51,16.22,0,1.25,3,0.3,0,1.11,0,91.67,Not Ready,1,97.57,High Funding Required,0,99.61,Seed,0,0.0,Low Growth Potential,0,86.0,Reject,0,82.67,,1,100.0,High Risk,0,0.67,0.0
ST040,Boult,Consumer Electronics,2017,"Gurugram, India",2,Growth Stage (Bootstrapped),Private,5.0,,Working capital facilities,2024/2025,1,Primarily Bootstrapped / Debt Lines,Strides Ventures (Debt Provider),Self-funded founders,140,680.0,12.0,22,400,2800000,32,5000000,3.9,45000,14000,16,Large,220,15,85,320,Private,0,0,0,Active,Still Private,0.0,0.759285714,19.5588582,7.30451392,14.70533141,19.00091598,12.30951091,63.86292835,30.0,9,8.829958222,1.374725353,19.60552419,10.978994,1.020202349,15.90504141,0,0,Weak,0,0,0,1,0,1,0,8.751986393,Seed,3.731778238,0,Poor Fit,12.98622914,0,Reject,13.24247883,0,Not Ready,1.73751821,55.79443659,15.38461538,82.18837895,3,Critical Risk,0.411081323,11.81,3.571428571,7.54,0.529411765,82.97872339,11.6,14.67,0,1.34,3,0.25,0,0.99,0,93.67,Not Ready,1,96.97,High Funding Required,0,99.62,Seed,0,0.0,Low Growth Potential,0,96.67,Reject,0,98.33,,1,100.0,High Risk,0,0.0,0.0
ST041,Fire-Boltt,Consumer Electronics,2015,"Noida, India",2,Growth Stage (Bootstrapped),Private,0.0,,0,0,0,Bootstrapped & Profitable,None (Founder Owned),0,250,1480.0,38.0,19,550,3200000,43,5000000,3.8,52000,14000,12,Large,250,24,90,364,Private,0,0,0,Active,Still Private,0.0,0.0,19.64395368,9.661955173,11.70533141,18.78577838,14.78106684,61.91780822,30.0,11,12.23574327,0.357142857,19.54436828,10.33208506,1.621684666,15.99673845,0,0,Weak,0,0,0,1,0,1,0,8.548664859,Seed,2.341483611,0,Poor Fit,13.03890778,0,Reject,13.11079091,0,Not Ready,3.856442855,56.03960396,11.53846154,82.21796893,3,Critical Risk,0.804289544,11.73,0.0,7.42,0.611764706,80.85106381,10.88,14.54,0,1.58,3,0.23,0,1.0,0,94.33,Not Ready,1,95.67,High Funding Required,0,99.6,Seed,0,0.0,Low Growth Potential,0,96.0,Reject,0,98.0,,1,100.0,High Risk,0,0.0,0.0
ST042,Zerodha,FinTech,2010,"Bengaluru, India",2,Late Stage (Bootstrapped / Profitable),Private,0.0,,0,0,0,Self-Sustained organic growth,None (100% Founder Owned),0,3600,8320.0,4700.0,88,1200,62000000,82,50000000,4.5,1100000,25000,25,Very Large,680,35,210,925,Private,0,0,0,Active,Still Private (Bootstrapped),0.0,0.0,61.01140845,59.69438618,27.00288184,61.73717146,47.49593656,69.65442765,30.0,16,26.63722288,5.142857143,58.49224248,47.21502502,13.0354165,50.40467487,1,0,Excellent,0,0,0,0,1,1,1,48.53639465,Pre-Series A,55.74452428,3,Excellent Fit,46.06326865,3,Strong Invest,44.67478564,3,Highly Ready,21.97324858,100.0,100.0,45.60520186,0,Low Risk,12.7792672,46.03,0.0,28.29,12.94117647,95.74468083,41.62,52.77,0,3.32,0,0.52,0,16.65,3,96.0,Highly Ready,1,97.34,High Funding Required,1,95.78,Pre-Series A,1,100.0,High Growth Potential,3,98.33,Strong Invest,3,89.67,,0,0.0,Low Risk,0,8.33,1.0
ST043,PhonePe,FinTech,2015,"Bengaluru, India",3,Late Stage (Series D / Corporate Infusion),Subsidiary,1600.0,100.0,Late Stage (Series G group),May 2023 (Walmart allocations to 2025),11,Corporate Carve-out → Global Private rounds,"Walmart, General Atlantic, Tiger Global, Ribbit Capital",Walmart Inc. / General Atlantic,12000,5210.0,25.0,48,4200,28000000,91,100000000,4.6,8500000,45000,20,Very Large,980,42,310,1332,Private,0,0,0,Active,Still Private (Separate Corporate Unit),0.0,22.7380442,34.44240557,57.52575738,33.33933718,73.0909516,70.92744915,70.3675919,30.0,11,26.30517514,38.78861297,39.11494343,58.86866051,32.460097,55.06895633,1,1,Excellent,0,0,0,0,1,1,2,58.75756265,Series A,59.67055007,3,Excellent Fit,45.22459168,3,Strong Invest,41.66100563,3,Highly Ready,13.73592902,55.91702027,48.71794872,62.77840576,0,Low Risk,42.80607685,45.48,39.28571428,35.95,100.0,97.8723404,51.07,46.06,0,2.2,0,0.62,0,14.6,3,99.0,Highly Ready,1,77.49,High Funding Required,2,86.04,Series A,1,100.0,High Growth Potential,3,98.67,Strong Invest,3,98.67,,0,0.0,Low Risk,1,95.0,1.0
